Job Title,Company,Company Rating,Job Snippet,Location,Salary
New Graduate Software Engineer,Credit Karma,3.3,"
You will strengthen technical skills through mentorship and guidance from experienced engineers.
There's lots of opportunities for engineers who can come in and…
","Charlotte, NC 28277 (Ballantyne East area)",N/A
Data Scientist - Ad Tech,Shipt,3.4,"
Good understanding of the methodological foundations of deep learning, machine learning and statistics and how that understanding drives practical…
",Remote in Georgia,Full-time
newSoftware Engineer-Machine Learning & Computer Vision,AGCO,3.8,"
Experience developing machine learning based systems and solutions.
We are seeking a highly motivated senior software engineer to join our product development…
","Tremont, IL",N/A
newAmazon Robotics - Software Development Engineer Co-op - July...,Amazon.com Services LLC,3.5,"
Develop design documentation and lead reviews with other engineers.
Current advancements are underway in autonomous movement and mobility, artificial…
","Westborough, MA 01581+36 locations",Full-time +1
"Senior Research Engineer, Personalization Recommendation Alg...",Netflix,3.9,"
Knowledge of machine learning algorithms.
You will lead requirements, design, and implementation of our distributed machine learning systems, and have the…
","Remote in Los Gatos, CA+1 location",N/A
Embedded AI Engineer,Motorola Solutions,4.1,"
We have a talented and highly capable team of software engineers with established.
Motorola Solutions is there for our customers when everything is on the line.
","Allen, TX",Full-time
Machine Learning Engineer,The Aerospace Corporation,3.9,"
Experience with and understanding of software engineering, machine learning, and statistics.
Software development skills in at least two different programming…
","Remote in El Segundo, CA+2 locations",Full-time
Machine Learning Engineer (REMOTE),The Hartford,3.6,"
1+ years direct experience working with machine learning lifecycle, environments, and platforms.
You are a driven and motivated problem solver ready to pursue…
","Remote in Frisco, TX+2 locations",Full-time
Staff Research Scientist,"Upstart Network, Inc.",3.5,"
Proficiency in many, with deep expertise in some- mathematical, statistical learning and machine learning concepts.
What we’re looking for:
",+1 locationRemote,N/A
Machine Learning Engineer (Austin or US Remote),Katana Graph,N/A,"
Knowledge of modern techniques in machine learning, deep learning, and high-performance computing.
2+ years experience in machine learning-focused roles.
","Remote in Austin, TX",N/A
Staff Computer Vision Engineer,Dolby,4.0,"
As Staff Computer Vision Engineer, you will work on technology for real-time perception and 3D render engine for Dolby.io platform and have the opportunity to…
","Sunnyvale, CA 94085 (East Murphy area)+1 location",N/A
Embedded AI Engineer,Motorola Solutions,4.1,"
And in everyday moments — when a package arrives just in time for the holiday or when a child doesn’t miss the school bus home.
Generous Paid Time Off Packages.
","Allen, TX",Full-time
AI Optimization Engineer (remote),Mythic-AI,N/A,"
PhD or 3+ years of industry algorithm development experience for machine learning.
At least one high-quality, peer-reviewed publication in machine learning.
","Remote in Redwood, OR","$113,000 a year"
newIT HelpDesk Engineer,"Grammarly, Inc.",4.6,"
Architect and build a machine learning platform to accelerate the development of ML solutions across the company and serve multiple constituents and…
","Hybrid remote in San Francisco, CA",N/A
newData Scientist & Machine Learning,Voyager Therapeutics,4.0,"
Establish a strong foundation for machine learning capabilities and provide company-wide expertise.
Experience in implementing statistical learning methods or…
","Cambridge, MA",N/A
newSoftware Engineer-Machine Learning & Computer Vision,AGCO,3.8,"
Experience developing machine learning based systems and solutions.
Implementing deep learning based detection and classification based real-time embedded…
","Tremont, IL",N/A
newSenior Machine Learning Engineer,Vail Resorts,3.9,"
Familiarity working with live machine learning systems.
Experience with developing and automating scalable machine learning pipelines in cloud ecosystems (Azure…
","Broomfield, CO 80021 (Interlocken area)",N/A
Machine Learning/Computer Vision Software Lead,The AEgis Technologies Group,4.3,"
Familiar with both machine learning algorithms as well as deep learning methods.
Has the capacity to target machine learning or deep learning to GPU for real…
","Albuquerque, NM 87123",Full-time
Data Scientist/ML Ops Engineer,"Hottinger, Bruel & Kjaer",N/A,"
Deploy infrastructure for machine learning methods in a customer environment jointly with engineers, data scientists, and developers.
","Remote in Southfield, MI",Full-time
"Senior Software Engineer, Robotics",NVIDIA,4.2,"
NVIDIA is seeking a Senior Software Engineer - Robotics to develop innovative workflows and benchmarking tools for integration and validation of robotics…
","Santa Clara, CA+40 locations",Full-time
Data Scientist - Entry Level,Lawrence Livermore National Laboratory,4.2,"
Fundamental experience developing software with C++, C, Java, Python, R, or Matlab, software applications in Linux, UNIX, Windows environments, data analysis…
","Livermore, CA 94550+2 locations",Full-time
Machine Learning Process Engineer,Praescient Analytics,3.8,"
Develop visualizations and dashboards to demonstrate methodological choices, outcomes, and predictive capabilities of machine learning models.
","Washington, DC",N/A
AI Software Engineer,Approgence Inc.,N/A,"
Understanding of deep learning, machine learning frameworks such as TensorFlow and PyTorch.
Develop software for integrating machine learning and artificial…
","San Diego, CA",N/A
"Software Engineer, Frontend (Remote)",Splunk,4.2,"
Mentor and coach other engineers, share the work you are doing, and participate in code reviews.
Work closely with product management, user experience and…
","Remote in Seattle, WA+25 locations","$95,000 a year"
Senior Machine Learning Engineer,FightCamp,N/A,"
Develop feature processing for machine learning models.
Experience with signal processing or machine learning algorithms.
3-5 years of experience.
",Remote,Full-time
Software Engineer,The MITRE Corporation,3.9,"
Bachelor's degree in computer science, cybersecurity, systems engineering, data science, machine learning or related degree.
AWS and or Azure Cloud DevOps.
","Huntsville, AL 35806+3 locations",Full-time
Feature Lead - AI Machine Learning,Bank of America,3.8,"
Working with business analysts and engineers to develop new machine learning models.
Familiarity with machine learning frameworks.
","Addison, TX+1 location",Full-time
Machine Learning Researcher,"Hitachi America, Ltd.",3.8,"
Strong research experience in deep learning, reinforcement learning and other machine learning algorithms and their applications.
","Santa Clara, CA 95050",Full-time
Machine Learning Engineer,"PatientBond,",N/A,"
Strong understanding of fundamental machine learning concepts.
Experience in large scale big data environments used to drive machine learning and deep learning…
","Holladay, UT 84121",N/A
Amazon Robotics - Automation Engineer Co-Op - Fall (July - D...,Amazon.com Services LLC,3.5,"
Amazon Robotics automates fulfillment center operations using various methods of robotic technology including autonomous mobile robots, sophisticated control…
",+36 locationsRemote,Full-time
Software Development Engineer (ML),Hop Labs,N/A,"
Open to all backgrounds, though machine learning background preferred.
You have at least a passing familiarity with machine learning, and an interest in…
",Remote,Contract
Machine Learning Engineer / AD,JD.com,4.2,"
Develop and tuning machine learning algorithms for ads ranking to boost organic business growth.
Work with state-of-the-art deep-learning frameworks such as…
","Mountain View, CA 94043+1 location",N/A
Computer Systems Researcher (Research Scientist),National Security Agency,4.2,"
Training, testing, and deploying machine learning models.
Specifically NSA is interested in applicants conducting research in artificial intelligence and…
","Fort Meade, MD","$74,682 - $93,062 a year"
Engineer - Machine Learning,Demo160: Core Template TEMC,N/A,"
Run machine learning tests and experiments.
Develop machine learning applications according to requirements.
Familiarity with machine learning frameworks (like…
","Matawan, NJ 07747",N/A
Data Engineer,Red Bull,4.0,"
Bonus if you've experience preparing data for machine learning model training and real-time use cases.
As the Data Engineer you will apply your expertise in…
","Santa Monica, CA",Full-time
Research Scientist or Senior Research Scientist,Analog Devices,3.9,"
Candidates should have a strong background in at least one of the following areas: signal processing, computer vision, machine learning and AI, communication…
","Boston, MA",N/A
